,id,name,start_date,changed_company_id,parent,change_date
6333,17632,Mokuzai Studio,,,,
6334,17633,Chronicle Games,,,,
6335,17634,Rainbite Limited,,,,
6336,17635,PULSMO,,,,
6337,17636,Whitehorn Digital,,,,
6338,17637,Sirhaian,,,,
6339,17638,Magic Design Studios,,,,
6340,17640,Inverge Studios,1483142400,,,
6341,17641,Gamalocus Studios,,,,
6342,17644,Michael McCartney,,,,
6343,17645,dedeGames,,,,
6344,17646,AussieSoftTM,,,,
6345,17647,SilverStar,,,,
6346,17648,Bloom Digital,,,,
6347,17649,Zatun,,,,
6348,17652,Ars Goetia,,,,
6349,17653,AlexHoratio,,,,
6350,17654,DoubleMoose Games,,,,
6351,17655,"Massive Damage, Inc.",,,,
6352,17657,Dimoso,,,,
6353,17658,Bartosz Bialek,,,,
6354,17660,It's Anecdotal,,,,
6355,17661,Headroom.one,,,,
6356,17662,Nuligine,,,,
6357,17663,MadOut Games,,,,
6358,17665,Handy Games,,,,
6359,17667,Anticto,,,,
6360,17668,Run Games,,,,
6361,17669,Robert Alvarez,,,,
6362,17670,Lillian,,,,
6363,17672,Koopa Yao,,,,
6364,17673,O2Media,,,,
6365,17674,NOWCOM,,,,
6366,17675,IP E-Games,,,,
6367,17686,Colonthree Enterprises,,,,
6368,17695,Megapop Games,,,,
6369,17705,Aldin Dynamics,,,,
6370,17714,Bandanakid Games,,,,
6371,17717,Filimundus,,,,
6372,17729,Arcade Lab,,,,
6373,17739,itatake,,,,
6374,17740,Holgersson Entertainment,,,,
6375,17750,Mostly Harmless Games,,,,
6376,17762,Appxplore,,,,
6377,17764,Sector3 Studios,,,,
6378,17785,Hipfire Games,,,,
6379,17795,1047 Games,,,,
6380,17799,Sparkly Games,,,,
6381,17801,Barracuda Disaster,,,,
6382,17806,Papaya Play,,,,
6383,17823,Gamelion Studios,,,,
6384,17827,Happy Hobgoblin,,,,
6385,17834,Kolibri Studios Oy,,,,
6386,17838,Lizard Hazard Games,,,,
6387,17848,Controlled Chaos Media,,,,
6388,17854,Sadetta,,,,
6389,17863,TeeKoo Games Ltd,,,,
6390,17867,Tree Men Games,,,,
6391,17873,Wargaming Mobile,,,,
6392,17882,Kraftix Games,,,,
6393,17884,nornware AB,,,,
6394,17890,JCEntertainment,,,,
6395,17891,HellPine´s Production,,,,
6396,17895,Creartstudio,,,,
6397,17897,Osarion & Mountaineer,,,,
6398,17898,Disney Online,,,,
6399,17900,Syndicate Atomic LLC.,,,,
6400,17902,Auran Games Pty Ltd,,,,
6401,17903,ENP GAMES,,,,
6402,17904,Kite Games,,,,
6403,17905,Daily Magic Productions,,,,
6404,17909,Softstar Entertainment Inc.,,,,
6405,17911,Alexander Tavintsev,,,,
6406,17912,Milan Toth,,,,
6407,17913,Chedburn Networks,,,,
6408,17914,Busy Toaster,,,,
6409,17915,Bright Hand Studio,,,,
6410,17916,Dig-It Games,,,,
6411,17918,crowvisuals,,,,
6412,17919,Apple Cider,,,,
6413,17921,HeatPot Games,1367280000,,8623,
6414,17922,Kyle Barrett,,,,
6415,17924,Hello There Games,,,,
6416,17926,Sony Pictures Virtual Reality,,,,
6417,17929,NTT Plala,,,,
6418,17931,Bleor Games,,,,
6419,17932,Harpoon Games,,,,
6420,17933,Byngames,,,,
6421,17934,Heather Flowers,,,,
6422,17937,bullOX,,,,
6423,17938,Inutaishos,,,,
6424,17939,DG Games Workshop,,,,
6425,17940,Nexon Korea,,,8431,
6426,17943,Aeria Games & Entertainment,,,,
6427,17945,batensan,,,,
6428,17946,TiliaSoft,,,,
6429,17947,Ultimate Games,,,,
6430,17948,Scythe Dev Team,,,,
6431,17954,Overcome Studios,,,,
6432,17955,Luis Pagola,,,,
6433,17956,Phoenix Online Studios LLC,,,,
6434,17957,Playchemy,,,,
6435,17958,Ty Kennington,,,,
6436,17959,Team HC,,,,
6437,17960,Yong Deok King,,,,
6438,17961,理想乡开拓者,,,,
6439,17964,MyDearest,,,,
6440,17965,Leadman Games,,,,
6441,17966,Xbox Game Studios,1549324800,,128,
6442,17967,Egger Networks,,,,
6443,17969,Silver Dollar Games 1,,,,
6444,17971,CCR International,,,,
6445,17972,Big Cheese Studio,,,,
6446,17974,BADA Games,,,,
6447,17976,Age of Fear,,,,
6448,17977,LFiO Studio,,,,
6449,17978,Neowiz MUCA,,,,
6450,17982,Lazy Turtle Games,,,,
6451,17983,HH-Games,,,,
6452,17984,Snapbreak,,,,
6453,17985,Space Bullet Dynamics Corporation,,,,
6454,17987,NAPE GAMES,,,,
6455,17988,Solvarg,,,,
6456,17990,Elegance Analysis Software,,,,
6457,17995,Cydonian Games,1519084800,,,
6458,17996,Reason Generator,,,,
6459,17997,Great Potion Games,,,,
6460,17999,Follow the Feathers,,,,
6461,18000,BitCake Studio,1388448000,,,
6462,18002,talesshop,,,,
6463,18003,Digicon,,,,
6464,18005,CasualGames.nu,,,,
6465,18006,DONUTS Co. Ltd.,,,,
6466,18010,Unexpected Studio,,,,
6467,18011,Neos Corporation,,,,
6468,18012,Voidkiller Studios,,,,
6469,18013,Sky People,,,,
6470,18021,Appscraft,,,,
6471,18027,The Hidden Levels,,,,
6472,18029,Steve O'Gorman,,,,
6473,18030,Stephen OGorman,,,,
6474,18031,Shadow Factory,,,,
6475,18032,Brainbox.cc,,,,
6476,18035,Vladimir Maslov,,,,
6477,18036,bapware,,,,
6478,18037,Inca Games,,,,
6479,18038,Green Skin,,,,
6480,18039,Giant Fox Studios,,,,
6481,18042,PixelHeart,,,,
6482,18044,Sundew Studios,,,,
6483,18047,NEOCRAFT,,,,
6484,18049,Particle,,,,
6485,18051,Peanut Parade Games,,,,
6486,18052,Vishcorp Games,,,,
6487,18053,Kawamoto Sangou,,,,
6488,18055,HaDe,,,,
6489,18058,Toro-Publishing,,,,
6490,18059,Soul Smelt Games,,,,
6491,18060,Dungeon Brick Studios,,,,
6492,18061,Emiru game,,,,
6493,18064,Noam Matan Rotem,,,,
6494,18065,Wolfman & Mouse Studios,,,,
6495,18068,Titan Forged Games,,,,
6496,18069,Ellada Games,,,,
6497,18070,Cleril Calamity Studios,,,,
6498,18074,BigBro Games,,,,
6499,18077,Black Eye Games,,,,
6500,18078,SIMDIN,,,,
6501,18080,HIMACS,,,,
6502,18083,Embark Studios,1541030400,,8431,
6503,18085,Elyland,,,,
6504,18086,Teatime Games,,,,
6505,18087,Woodland Games,1514678400,,,
6506,18088,Exys Inc.,,,,
6507,18089,Based On The Play,,,,
6508,18090,MrAlpacaGames,,,,
6509,18092,Groovy Milk,,,,
6510,18093,Drageus Games,,,,
6511,18097,Mighty Bear Games,,,,
6512,18099,European Games Group AG,,,,
6513,18101,Dim Dawn,,,,
6514,18102,Far Few Giants,,,,
6515,18103,AY Games,,,,
6516,18104,Eastasiasoft Limited,,,,
6517,18105,Argonwood,,,,
6518,18107,The Wandering Band,,,,
6519,18108,Stumphead Games,,,,
6520,18109,Singularity Lab,,,,
6521,18110,Fibrum,,,,
6522,18111,Ignis Sanat,,,,
6523,18112,"Silverware Games, Inc.",,,,
6524,18113,Voltage,,,,
6525,18114,"Entabridge Co., Ltd.",,,,
6526,18116,Larian Studios NV,,,,
6527,18117,SureAI,,,,
6528,18118,Eteru Studio,,,,
6529,18119,Locus Ludus,,,,
6530,18121,ADK Games,,,,
6531,18125,Regista,1104451200,,8623,
6532,18126,JiMTa-积木塔,,,,
6533,18127,"Mindware Co.,Ltd.",,,,
6534,18128,DoubleC Games,,,,
6535,18129,WaterMagus,,,,
6536,18130,Surefire.Games,,,,
6537,18131,Wer,,,,
6538,18132,Yuna Studio,,,,
6539,18134,Magic Light & LittleV,,,,
6540,18135,橙光游戏,,,,
6541,18136,Altay Workshop,,,,
6542,18137,上海刃贤网络科技有限公司,,,,
6543,18138,Simon Creative,,,,
6544,18139,风暴工作室,,,,
6545,18141,bilibili,,,,
6546,18142,Strodio,,,,
6547,18143,晴,,,,
6548,18144,3acg,,,,
6549,18145,重庆聚心动科技有限责任公司,,,,
6550,18146,迷糊的安安,,,,
6551,18147,暗雪,,,,
6552,18148,cdhy interactive,,,,
6553,18149,HAN XU,,,,
6554,18150,咸鱼工作室,,,,
6555,18151,Fulinkazan Co.,,,,
6556,18154,"CRAVA,Inc.",,,,
6557,18155,AQGames,,,,
6558,18156,Silver Cow Studio,,,,
6559,18157,CCYY,,,,
6560,18159,ma kun,,,,
6561,18160,SIAKOMOBI,,,,
6562,18161,Liar-soft,,,,
6563,18162,Nekoday,,,,
6564,18163,Flying Panjandrum / ふらいんぐパンジャンドラム,,,,
6565,18164,LoopGame,,,,
6566,18165,魔力乐章,,,,
6567,18167,YXECG,,,,
6568,18169,JustE Publishing,,,,
6569,18170,Black Fox Pavilion,,,,
6570,18171,Chen Jin,,,,
6571,18172,小金宝贝,,,,
6572,18174,tengenstudio,,,,
6573,18175,PSOCat,,,,
6574,18176,XFGames,,,,
6575,18177,Wu Zhang,,,,
6576,18178,许志修,,,,
6577,18179,16air,,,,
6578,18180,Sticky Rice Games,,,,
6579,18182,轻文,,,,
6580,18183,apoto5,,,,
6581,18185,Easy Entertainment,,,,
6582,18187,"Shenzhen Tanyu Interactive Entertainment Co., Ltd.",,,,
6583,18188,studio wasp,,,,
6584,18189,蛋炒饭,,,,
6585,18190,MagicK,,,,
6586,18193,Blue Tea College,,,,
6587,18195,HongbinGame,,,,
6588,18196,贰点捌,,,,
6589,18197,凝冰剑斩,,,,
6590,18198,DebonosuWorks Inc.,,,,
6591,18199,灰烬天国,,,,
6592,18201,且御龙行,,,,
6593,18202,Maker製造機,,,,
6594,18204,0Cube,,,,
6595,18205,"Beijing Omnicity Technology Co., Ltd.",,,,
6596,18207,LU QI,,,,
6597,18209,觀象草圖 Astrolabe Draft,,,,
6598,18210,China Sky Carving Game,,,,
6599,18212,wei,,,,
6600,18214,九鼎工作室,,,,
6601,18216,HIKARI FIELD,,,,
6602,18218,ChuMoran,,,,
6603,18219,极星,,,,
6604,18220,"HaiXing Gu DaLian Technology Co., Ltd.",,,,
6605,18222,香港商河洛互動娛樂股份有限公司,,,,
6606,18223,方块游戏,,,,
6607,18224,四块二茶会,,,,
6608,18225,雷武游戏,,,,
6609,18227,project bamboo,,,,
6610,18230,33ParadoX,,,,
6611,18232,天才小学生,,,,
6612,18237,独立创作,,,,
6613,18239,We are Huanxiangjin,,,,
6614,18240,"HANGZHOU ELECTRONIC SOUL NETWORK TECHNOLOGY CO., LTD",,,,
6615,18241,樱,,,,
6616,18242,绮梦妄想社,,,,
6617,18243,Hellshake Yano,,,,
6618,18244,T.D,,,,
6619,18247,Indievent,,,,
6620,18248,Winking Skywalker,,,,
6621,18249,LiveActive,,,,
6622,18252,英雄互娱,,,,
6623,18253,moon soul,,,,
6624,18254,liugao,,,,
6625,18255,Mercator,,,,
6626,18256,Titans,,,,
6627,18257,LongWu,,,,
6628,18258,HUNTERS,,,,
6629,18259,Hongyuan Game,,,,
6630,18260,langqi,,,,
6631,18261,Food dream factory,,,,
6632,18262,StickyStoneStudio,,,,
6633,18263,VAnight,,,,
6634,18264,时光咖啡机,,,,
6635,18265,吃了就睡工作室,,,,
6636,18267,Shanghai YiJun Network Info Technologies Inc.,,,,
6637,18269,Chainsou,,,,
6638,18270,Toster12D3,,,,
6639,18272,William Brown,,,,
6640,18273,Cien Studio,,,,
6641,18274,JNNEX,,,,
6642,18275,Culture Brain Inc.,,,,
6643,18278,Fabio Cunha,,,,
6644,18279,SKB Game,,,,
6645,18280,"Trueyuna Technology Co., Ltd.",,,,
6646,18281,EPOTECH,,,,
6647,18283,Labory,,,,
6648,18285,深圳市爱玩游戏科技有限公司,,,,
6649,18288,Gamera Games,,,,
6650,18289,Neuron Studio,,,,
6651,18290,北京落云轩网络科技有限公司,,,,
6652,18291,祥,,,,
6653,18292,边境游戏工作室,,,,
6654,18293,Fenghuang Game,,,,
6655,18294,Fenghuang Game（凤凰游戏）,,,,
6656,18295,"Ryu Productions Co., Ltd",,,,
6657,18297,流一心娱乐游戏集团总部,,,,
6658,18298,Zhongshan Xinglong Animation Technology Co. Ltd.,,,,
6659,18301,MeatAtom,,,,
6660,18302,singi,,,,
6661,18303,Bear & Cat Studio,,,,
6662,18304,Hairgel Agency,,,,
6663,18306,拇指游玩,,,,
6664,18307,剪刀石头布,,,,
6665,18308,"Wuhan Simple Wings Technology Co., Ltd.",,,,
6666,18309,BouSoft,,,,
6667,18311,OPAL Studio,,,,
6668,18313,原力互娱,,,,
6669,18314,quanhome,,,,
6670,18316,北京网元圣唐娱乐科技有限公司,,,,
6671,18317,Ancient War Studios,,,,
6672,18318,Plinga Games,,,,
6673,18319,Vismaya,,,,
6674,18323,Wandering Wizard,,,,
6675,18324,Radiangames,,,,
6676,18325,STUDIO TOKOYO,,,,
6677,18326,vitte,,,,
6678,18327,Voltage Inc.,936144000,,,
6679,18328,Decoy Games,,,,
6680,18329,光域网络,,,,
6681,18334,Bigosaur,,,,
6682,18335,Studio Komoreb,,,,
6683,18336,Brightify,,,,
6684,18337,Wild River Games,,,,
6685,18338,GameRealmMadness,,,,
6686,18339,gaming company,,,,
6687,18340,AweKteam,,,,
6688,18344,Crunchy Leaf Games,,,,
6689,18345,Black Sun Game Publishing,,,,
6690,18348,Juvty Worlds Ltd.,,,,
6691,18349,Ambiera e.U.,851990400,,8623,
6692,18352,Aniplex,1049155200,,2023,
6693,18401,quasiStudio,,,,
6694,18402,Watchmaker,,,,
6695,18403,Golem Consulting,,,,
6696,18404,Big Evil Corporation,,,,
6697,18405,4AM Entertainment,,,,
6698,18407,anomalina,,,,
6699,18408,SUPINFOGAME RUBIKA,,,,
6700,18409,ωstar,,,,
6701,18411,SofthouseChara,,,,
6702,18413,raptor lab,,,,
6703,18414,Jarlan Perez,,,,
6704,18418,Ginormocorp Holdings,,,,
6705,18422,LaterSoft Corporation Ltd,,,,
6706,18423,Napoleon Games,788832000,,,
6707,18425,Prism Game Studios Ltd.,,,,
6708,18426,Edym Pixels,,,,
6709,18427,HeartBeast Studios L.L.C.,,,,
6710,18428,Ghostbutter,,,,
6711,18431,Second Dimension Games,,,,
6712,18433,Cat Logic Games,,,,
6713,18437,Dissident Logic,,,,
6714,18438,lStudio,,,,
6715,18439,Robot Riot,,,,
6716,18440,Notus Games Ltd.,,,,
6717,18444,Athlon Games,,,,
6718,18446,Laser Ranch,,,,
6719,18448,Sony Interactive Entertainment Shanghai,,,,
6720,18454,TiGames,,,,
6721,18457,Chute Apps Inc.,,,,
6722,18459,GameTop.com,,,,
6723,18460,Kapitan,,,,
6724,18463,Petroglyph Games Inc,,,,
6725,18465,Featherweight,,,,
6726,18468,Newer Team,,,,
6727,18469,Kiwi Walks,1538352000,,8623,
6728,18474,1C Entertainment,,,157,
6729,18476,Games Operators,,,,
6730,18477,Aikio,,,,
6731,18479,Jestercraft,,,,
6732,18481,Stylus Software,,,,
6733,18482,AhoGames,,,,
6734,18483,Desert Fox,,,,
6735,18487,Konfa Games,,,,
6736,18488,Grid Sage Games,,,,
6737,18489,Sylvain Harlaut,,,,
6738,18490,Gamechuck,,,,
6739,18493,MassHive Media,,,,
6740,18494,Manne Cederskoog,,,,
6741,18495,Mouchet Software Corp,,,,
6742,18498,SignSine,,,,
6743,18499,FABLED GAME STUDIO,,,,
6744,18500,2 Zombie Games,,,,
6745,18501,Gamers for Good,,,,
6746,18502,BHV Verlags GmbH,,,,
6747,18505,Silesia Games,,,,
6748,18507,atmosgames,,,,
6749,18508,Walrus Graphics,,,,
6750,18509,LoopyMood,,,,
6751,18510,Evan Peiperl,,,,
6752,18512,Superboss Games,,,,
6753,18514,Bomb Shelter Games,,,,
6754,18518,ePlay Digital,,,,
6755,18520,Yongjustyong,,,,
6756,18521,Crows Crows Crows,,,,
6757,18522,Corey Martin,,,,
6758,18523,teamCOIL,,,,
6759,18525,"Digital Dominion, Inc.",,,,
6760,18526,Roseball Games,,,,
6761,18527,Bactrian Games,,,,
6762,18529,Endless Shirafu,,,,
6763,18532,Koei Tecmo,,,,
6764,18538,racoonbytes,,,,
6765,18540,Huw Millward,,,,
6766,18542,FUNBOX MEDIA LIMITED,,,,
6767,18547,bitComposer Entertainment AG,,,,
6768,18548,Raab TV Produktion GmbH,,,,
6769,18551,NetPlay Software,,,,
6770,18552,xBRSoftware,,,,
6771,18553,Vertigo Gaming Inc.,,,,
6772,18558,tinyBuild Games,,,,
6773,18559,Tower Up Studios,,,,
6774,18563,"Schoolfield Games, LLC",,,,
6775,18566,FourThirtyThree Inc.,,,,
6776,18567,Allsvinn,,,,
6777,18568,Denis Vasilev,,,,
6778,18570,Day 1 Entertainment,,,,
6779,18571,Fever Dream Gameworks,,,,
6780,18573,34BigThings srl,,,,
6781,18575,Kiss Publishing Ltd,,,,
6782,18576,Thibaud Michaud,,,,
6783,18577,Erik Asmussen,,,,
6784,18578,Falcon Development LLC,,,,
6785,18584,7DOTS,,,,
6786,18586,9you,,,,
6787,18587,IMVU,,,,
6788,18589,Pmang,,,,
6789,18590,M-etel,,,,
6790,18592,1Button,1366156800,,,
6791,18595,a2z Interactive,1419984000,,,
6792,18599,AppyNation,,,,
6793,18605,Envision Entertainment,,,,
6794,18606,Cosmonaut Studios,,,,
6795,18610,Electric Square,,,1010,
6796,18618,George Batchelor,,,,
6797,18624,Hutch,1309737600,,,
6798,18626,Ballistic Frogs,,,,
6799,18627,Jamo Games,,,,
6800,18629,Fellow Traveller,1388448000,,,
6801,18633,HexWar Games,,,,
6802,18634,Beemoov,1262217600,,,
6803,18637,Icebird Studios,,,,
6804,18638,IMPIRESOFT,,,,
6805,18641,Timberline Studio Inc.,1546214400,,,
6806,18643,Kwalee,,,,
6807,18644,Milo Games,,,,
6808,18645,Miracle Tea,,,,
6809,18647,Neon Play,,,,
6810,18650,Opposable Games,,,,
6811,18656,Mobo Studio,,,,
6812,18657,Acram Digital,,,,
6813,18664,Super Punk Games,,,,
6814,18667,Viewpoint Games,,,,
6815,18668,VoxelStorm,,,,
6816,18671,Cubical Drift,,,,
6817,18674,Green Panda Games,1388448000,,104,
6818,18677,Leikir Studio,,,,
6819,18680,Permadeath,,,,
6820,18682,Paladin Studios,1120176000,,,
6821,18686,Team8 Studio,,,,
6822,18687,Triskell Interactive,,,,
6823,18688,Wako Factory,,,,
6824,18694,Magma Mobile,,,,
6825,18696,TopArcadeApps,,,,
6826,18700,SilentFuture,,,,
6827,18701,Metaphore Games,,,,
6828,18707,Playsnak,,,,
6829,18708,narayana games UG,,,,
6830,18710,GAME YAROU,1176854400,,,
6831,18711,神州奥美,,,,
6832,18712,游戏怪兽,,,,
6833,18713,VNG Corporation,,,,
6834,18714,Nexon GT,,40528,17940,1648684800
6835,18716,LizardFactory,,,,
6836,18717,Dontnod Eleven,,,894,
6837,18720,Eversim,,,,
6838,18723,Stormtide,,,,
6839,18725,Plain Concepts Corp,,,,
6840,18726,EVIL GAMES,,,,
6841,18727,FarSpace Studios,,,,
6842,18730,Vantage Games,,,,
6843,18732,Rhizome Games,,,,
6844,18734,Tusky Games,,,,
6845,18735,Brightrock Games,,,,
6846,18743,Armogaste,,,,
6847,18745,Relative Games,,,,
6848,18748,ESTsoft,,,,
6849,18750,Doomster Entertainment,,,,
6850,18751,Isolated Games,,,,
6851,18752,Pajamas Soft,,,,
6852,18753,GrabTheGames Studios,,,,
6853,18754,GrabTheGames,1356912000,,,
6854,18758,Gobbo Games,,,,
6855,18761,"LRDGames, Inc.",,,,
6856,18763,Far-off Daydream Games,,,,
6857,18765,Demibug,,,,
6858,18766,Televisor,,,,
6859,18768,Gaming Factory S.A.,,,,
6860,18769,Hut 90,,,,
6861,18770,Yamasa,,,,
6862,18773,Tiger Studios,,,,
6863,18775,Adam DeLease,,,,
6864,18776,winterworks GmbH,,,,
6865,18777,BrineTeam,,,,
6866,18778,Holy Warp,,,,
6867,18779,NighthoodGames,,,,
6868,18780,Kev Jackson,,,,
6869,18781,Digital Homicide Studios LLC,,,,
6870,18782,DistrictTeam,,,,
6871,18784,WOBBL3 Entertainment LLC,,,,
6872,18785,Faton,,,,
6873,18786,From Soy Sauce LLC,,,,
6874,18787,Alawar Premium,,,,
6875,18790,NLB project,,,,
6876,18793,Gluten Free Games LLC,,,,
6877,18799,Classic Consoles Center,,,,
6878,18801,VoidVR,,,,
6879,18802,Arbitrary Metric,,,,
6880,18803,Attic Door Productions,,,,
6881,18804,StelloHexis,,,,
6882,18806,upjers,,,,
6883,18810,Cafundo Creative Studio,,,,
6884,18813,Corrosive Studios LLC,,,,
6885,18814,Composition Game Studio,,,,
6886,18816,ben lunato,,,,
6887,18817,Quantum Soup Studios,,,,
6888,18819,OSA Studio,,,,
6889,18821,InSayn,,,,
6890,18822,Lox Rain,,,,
6891,18823,Aperture Tag Team,,,,
6892,18824,PlazSoft,,,,
6893,18825,Mason Lindroth,,,,
6894,18826,98DEMAKE,,,,
6895,18827,Elston Studios,,,,
6896,18829,NoobsGames,,,,
6897,18863,FoxEye,,,,
6898,18864,Dustin Bragg,,,,
6899,18865,Chequered Ink Ltd,,,,
6900,18866,Curtis Campion,,,,
6901,18868,DNVR production,,,,
6902,18870,Breaking Walls,,,,
6903,18872,Storm City Games,,,,
6904,18873,Skymap Games,,,,
6905,18874,StoneTide Indie Dev Team,,,,
6906,18875,Molegato,,,,
6907,18881,SouKing,,,,
6908,18882,LDC Studios,,,,
6909,18884,Indie Game Group,,,,
6910,18886,Obidak Software,,,,
6911,18887,SkyReacher Entertainment,,,,
6912,18888,CoaguCo Industries,,,,
6913,18889,StarSystemStudios,,,,
6914,18890,Atriagames,,,,
6915,18892,Lukayson,,,,
6916,18894,Team Clam,,,,
6917,18898,Emberheart Games,,,,
6918,18899,Wegenbartho Games,,,,
6919,18901,com8com1 Software,,,,
6920,18902,Neural Oscillations Games,,,,
6921,18904,Asterion Games,,,,
6922,18906,Resonator,,,,
6923,18907,GAE,,,,
6924,18911,Laush Studio,,,,
6925,18912,Jardel Elias,,,,
6926,18913,PlayGrid Games,,,,
6927,18914,Seemingly Pointless,,,,
6928,18917,Tesura Games,,,,
6929,18918,Avance,,,,
6930,18919,Ralph Baer,,,,
6931,18921,Kodiqi,,,,
6932,18925,Rendercode Games,,,,
6933,18927,Project Two Interactive,,,,
6934,18929,Sol Press,,,,
6935,18931,Tribetoy,,,,
6936,18932,Alternative Software Ltd.,,,,
6937,18935,TeamPio Studio,,,,
6938,18937,Buzzito LLC,,,,
6939,18938,Global Software Publishing Ltd.,,,,
6940,18943,Protovision,,,,
6941,18949,Blot Interactive,,,,
6942,18950,Red Meat Games,1362268800,,,
6943,18954,Bas Kornalijnslijper,,,,
6944,18955,Meshape,,,,
6945,18956,MAGES. Inc.,,,,
6946,18957,Goloso Games,1451520000,,,
6947,18958,Sproubbit Studio,,,,
6948,18959,Fluxscopic Ltd.,,,,
6949,18960,NaissusWorks,,,,
6950,18964,Kasey Ozymy,,,,
6951,18966,STON GAMES,,,,
6952,18968,Svarun Entertainment,,,,
6953,18971,Cogwheel Software,,,,
6954,18976,Karma Labs,,,,
6955,18977,TERARIN GAMES,,,,
6956,18980,Pastanaga Sideral,,,,
6957,18982,QuickSave,,,,
6958,18983,Sathvik Software Solutions,,,,
6959,18986,"Delusion Arts Entertainment, LLC",,,,
6960,18989,Octagon Entertainment,,,,
6961,18991,Advenworks,,,,
6962,18993,snorpung,,,,
6963,18994,Eleventh Hour Games,,,,
6964,18995,Playdom,,,,
6965,18996,Freedomize Studio,,,,
6966,18998,Puppet Combo,,,,
6967,19001,Victoria Smith,,,,
6968,19002,Hemming AG,,,,
6969,19005,Second Reality,,,,
6970,19006,Raw Fury,1422921600,,,
6971,19007,"FoxNext, Fig Publishing Inc.",,,,
6972,19009,Cyan Ventures,,,,
6973,19016,Digitality Studios,,,,
6974,19018,FullmetalDeveloper,,,,
6975,19020,Flightless,,,,
6976,19022,The Box Studio,,,,
6977,19023,"38,9_Degrees",,,,
6978,19025,Springtail Studio,,,,
6979,19030,Nexile,,,,
6980,19032,StaplesVR,,,,
6981,19034,HA Studio Ltd.,,,,
6982,19037,Tiny Lab Racing Games,,,,
6983,19038,Serkan Bakar,,,,
6984,19040,Gnik Box,,,,
6985,19041,ZyX,,,,
6986,19042,Infinite Rage,1506902400,,,
6987,19043,Thalasse Games,,,,
6988,19044,RetroRevolution,,,,
6989,19049,Top Games LLC,,,,
6990,19051,Lunaris Games,,,,
6991,19053,All In! Games,1546214400,,,
6992,19055,Casiopea,,,,
6993,19056,Argonauts Studios,,,,
6994,19057,Whale Nebula,,,,
6995,19059,Sleepy Spider Studios,,,,
6996,19060,ETI,,,,
6997,19061,magnussoft Deutschland GmbH,,,,
6998,19064,Petter Malmehed,,,,
6999,19066,Trashy Rascal Studios,,,,
7000,19067,Bloober Team SA,,,,
7001,19069,"Turner Broadcasting System, Inc.",,,,
7002,19070,Fuji Games,,,,
7003,19071,"Snap Inc,",,,,
7004,19072,Whatboy Games,,,,
7005,19073,Camel Games,,,,
7006,19075,Lingtan Studio,,,,
7007,19076,Ateam Entertainment Inc.,1627776000,,19076,1627776000
7008,19081,Glitch Games Ltd,,,,
7009,19083,Monad Rock,,,,
7010,19086,Action Square,,,,
7011,19088,Village Bench,,,,
7012,19090,Correcture Games AB,,,,
7013,19092,Takuyo,,,,
7014,19093,I AM A DOG studio,,,,
7015,19094,Yostar Games,1419984000,,14509,
7016,19096,MC Games Studio,,,,
7017,19098,LW.C,,,,
7018,19100,CBE software,,,,
7019,19101,VecFour Digital,,,,
7020,19102,King Art Games,,,,
7021,19105,Joseph Gribbin,,,,
7022,19106,Lionsgate Games,,,,
7023,19107,Recano Games,,,,
7024,19108,"Chengdu Hurricane Zone Technology Co., Ltd.",,,,
7025,19109,Smilegate Entertainment,,,,
7026,19110,Ark Heiral,,,,
7027,19112,Black Lime Studio,,,,
7028,19117,Winking Skywalker Entertainment,,,,
7029,19119,Nexon Korea Corporation,,,,
7030,19126,Mad Head Games,1325289600,,946,
7031,19128,Ransacked Studios,,,,
7032,19129,Cellbloc Studios,,,,
7033,19131,Alan Edwardes,,,,
7034,19132,Blazing Bit Games,1262304000,,,
7035,19135,RealArcade,,3114,21674,1257206400
7036,19140,"WizardWorks Group, Inc.",,,,
7037,19149,Slothy Labs,,,,
7038,19150,Pixel Reef,,,,
7039,19154,Polovey Alexander,,,,
7040,19156,Tweensoft,,,,
7041,19158,Ancient Forge Studio,,,,
7042,19159,Superstring,,,,
7043,19160,Biscuit Play,,,,
7044,19163,Ringzero Game Studio,,,,
7045,19164,Cyber Prophet,,,,
7046,19165,Pixelteriyaki,,,,
7047,19168,BRUTE FORCE,,,,
7048,19170,Cosmic Ray Studio,,,,
7049,19173,VizionEck LLC,,,,
7050,19174,Art of Horology,,,,
7051,19179,Atomic Wolf,,,,
7052,19181,Walkabout Games,,,,
7053,19187,Indelve Studio,,,,
7054,19189,Dome VR,,,,
7055,19191,squareware,,,,
7056,19193,CarNGun Private Limited,,,,
7057,19196,Fantastico Studio,,,,
7058,19199,MeGames,,,,
7059,19200,EA Games,,,,
7060,19201,Novus Res,,,,
7061,19203,BlazePro,,,,
7062,19204,JoshProd,,,,
7063,19207,office5656,,,,
7064,19208,Dennis Ferreira,,,,
7065,19209,Team Spieluhr,,,,
7066,19213,Snkl Studio,,,,
7067,19214,Magic Cube,,,,
7068,19215,Drix Studios,,,,
7069,19217,"TOV ""Fortriess Publishing""",,,,
7070,19218,Gyoza Games LLC,,,,
7071,19219,Zeros2Heroes,,,,
7072,19220,Ovogame,,,,
7073,19221,vadimalexepta,,,,
7074,19225,Big Fat Simulations Inc.,,,,
7075,19228,One Aperture,,,,
7076,19229,Late Leaf Games,,,,
7077,19231,Clans to Kingdoms,,,,
7078,19233,Fancy Factory,,,,
